age,account_balance,income,loan,credit_card_usage,tenure_years,has_mobile_app,engaged
63,70194,121413,yes,0.5592467837547445,2,no,0
61,66259,137882,yes,0.4255894944753793,3,yes,0
42,63953,27496,no,0.6650962876155427,1,yes,0
25,83364,67203,no,0.11965764808205741,6,yes,0
59,55266,141977,yes,0.8488449230089357,9,yes,1
55,65910,133023,no,0.4695799402916141,8,no,0
35,42167,96767,no,0.3378798236571885,2,yes,0
29,7157,118417,no,0.4766280747019829,6,yes,0
19,74674,82223,no,0.49944652251778043,4,yes,0
33,66839,34244,yes,0.44889655076998225,2,no,0
42,28778,67022,yes,0.7184857201749354,1,no,1
35,57462,107508,yes,0.8036782535152791,6,yes,0
45,22778,72814,yes,0.3857866613652201,9,no,0
42,94315,100830,no,0.4093159655750179,8,no,1
48,67679,49692,no,0.3710547623451451,8,yes,0
24,50894,114345,no,0.18076551578497826,7,yes,0
41,37880,38739,no,0.5625865888622893,7,yes,0
33,16595,58373,yes,0.48552004303600493,5,no,0
52,15751,96745,yes,0.6905950841297768,2,no,0
30,29430,55055,yes,0.13710047272084863,9,yes,0
47,4850,118795,yes,0.5218948526034667,8,yes,1
59,58577,108546,no,0.45043660823563436,2,yes,1
19,79846,86201,no,0.15207910282635678,7,no,0
64,79995,129651,no,0.3232204153527578,9,no,1
67,48550,84147,yes,0.4236873685234005,9,yes,1
42,52387,123477,no,0.37189305905559733,8,no,0
35,56648,83027,no,0.4459655055548315,3,yes,0
41,65628,51891,yes,0.31262904502365774,7,no,0
50,88611,40134,no,0.8959061903727531,8,yes,1
51,13922,98733,yes,0.44953900094543753,7,no,0
68,46548,54425,yes,0.557873221075313,6,yes,0
48,76138,122534,no,0.18282750851474439,9,no,1
34,64255,136113,no,0.4936070893231881,6,no,1
49,13491,52731,no,0.4355263983057329,2,yes,0
34,91693,32213,yes,0.7220750875181784,4,no,0
63,75729,89514,no,0.5507846578306608,8,no,0
18,13344,65372,no,0.46754643708518273,2,yes,0
39,5532,39529,yes,0.5246592453924447,8,yes,1
55,25523,83473,yes,0.7360368496441946,1,no,0
61,12590,21738,yes,0.21476126995016936,6,no,0
39,18942,79327,yes,0.30905132357094367,7,yes,1
20,21484,91277,yes,0.32269854549265165,8,no,0
23,36369,62470,yes,0.7273319489053466,6,no,0
45,81132,121305,yes,0.8713774905759106,3,no,0
46,13109,139013,no,0.20267812528592283,6,no,0
57,46880,132409,yes,0.6792433328812084,4,yes,0
36,25800,142650,no,0.50740213727776,7,yes,1
65,92705,39001,no,0.8298600493660506,2,no,0
33,55693,58469,no,0.5457598083410877,9,yes,1
30,65178,108083,yes,0.9177562648397025,9,no,0
54,70205,32026,yes,0.7881504925535574,7,yes,0
31,29057,47357,yes,0.18921590879409392,1,no,1
33,92599,30475,no,0.3520137213333442,2,no,0
20,63269,28444,no,0.9680665400749401,2,yes,0
54,64234,55200,yes,0.28050843849172213,1,yes,0
42,43401,141733,yes,0.4604584775043198,6,yes,1
66,53979,122545,yes,0.6113665950603521,6,no,0
32,18187,64616,yes,0.6433896446118064,1,yes,0
38,78216,114194,no,0.2542770519648342,5,no,0
39,33601,139868,yes,0.608960324642855,1,no,0
59,66668,134641,no,0.39774311398097806,3,no,0
20,44717,58098,no,0.45086444167907347,7,yes,1
53,36620,68213,yes,0.11313069345261383,6,yes,0
46,86747,98253,yes,0.604307227578867,8,no,0
58,71752,59256,yes,0.20527002875144792,2,no,0
67,11654,79727,no,0.2278284004550857,6,yes,0
49,26721,48177,no,0.7548973761983062,4,no,0
54,69649,88899,no,0.10773921460921275,2,yes,0
43,22157,82505,no,0.6382061204945045,5,no,0
32,56240,86563,no,0.10550810217155693,1,no,0
50,64045,104334,yes,0.18684079853384983,6,yes,0
69,77239,46278,yes,0.42296455052921555,2,yes,0
47,37295,146475,no,0.2184597208010896,2,yes,1
41,30958,98933,no,0.8593036132837945,6,yes,0
29,81074,91721,yes,0.5373754997091127,8,yes,0
39,54681,68516,yes,0.21754388659125318,2,no,1
59,12572,139864,no,0.30496313945871245,1,yes,1
44,593,120034,no,0.39309321285414967,7,no,1
40,37702,37897,yes,0.3402277703881179,3,yes,0
25,55005,86445,no,0.4089603822004685,3,yes,0
35,52573,25308,yes,0.6241540463159586,2,no,1
26,51096,33833,no,0.4333808436470816,4,no,0
21,47338,22205,no,0.29586127370663,2,no,0
32,73988,132118,yes,0.35065620297637845,3,no,0
26,22683,24771,no,0.8113377523974443,7,no,0
68,33983,48998,no,0.36333699140648545,5,no,1
64,29396,82419,no,0.12182584579418239,6,yes,1
63,58118,79403,yes,0.29002206597916624,4,no,1
25,54223,43800,no,0.841103297745298,6,yes,0
58,37156,26327,yes,0.2020497932703305,9,no,1
54,54772,96790,no,0.9928882228700906,9,no,0
41,49612,28242,yes,0.7022457671249274,9,yes,0
69,27431,97897,yes,0.7013572671126631,7,no,0
67,15002,55136,yes,0.7537186849027767,1,yes,0
39,33685,47038,yes,0.8863790530627694,3,yes,0
25,77223,52833,no,0.38498813071992233,9,yes,0
51,48853,101229,no,0.26028208519400703,7,yes,0
41,41964,42981,yes,0.28485049770877285,2,yes,0
58,43731,110434,no,0.38468521259611765,8,no,0
20,81307,142005,yes,0.7879141751004285,1,no,1
43,29857,34413,no,0.27728498259984813,7,no,0
21,21651,117616,no,0.3796886942834121,4,yes,0
52,83057,113218,no,0.34532808505990853,6,yes,0
50,45576,85621,yes,0.4750753325004463,5,no,0
51,46761,108056,no,0.39210780979018023,8,yes,1
34,82792,141884,yes,0.9141884544878144,1,yes,1
59,84932,149615,no,0.9628563131985136,9,yes,0
46,79015,136275,no,0.28096715775765746,9,yes,0
20,28412,143140,yes,0.8133512393331781,6,no,1
36,31281,138387,yes,0.7375200747659226,3,yes,0
60,33782,124774,no,0.867262329008961,7,no,0
18,68237,137509,no,0.815645949676083,8,yes,1
52,49848,88096,yes,0.8285674340702964,7,yes,1
27,60126,27483,yes,0.36716234710289286,4,no,0
42,82080,43051,yes,0.6184949273004108,2,no,0
20,84582,53526,yes,0.7860375918238747,6,no,0
22,62970,37535,no,0.9886656784402238,4,yes,0
29,36187,86797,no,0.7136281064260188,8,no,1
68,80603,135741,no,0.2944962628445608,5,yes,0
68,69017,128364,yes,0.9451038614482868,1,yes,0
26,81064,123652,yes,0.5534828232262748,8,no,0
48,27346,122112,no,0.4310301704516638,4,no,0
22,25278,92052,no,0.9617519794327892,1,yes,0
67,28940,100523,no,0.845072598702525,8,no,0
46,47755,119787,no,0.5800227390053007,9,no,1
56,37296,50788,yes,0.4920187119531474,3,yes,0
50,43010,114256,no,0.9328039820616759,6,yes,1
60,9576,124779,no,0.8036098930149357,5,no,1
22,48332,54918,no,0.1703867680618606,5,yes,0
20,32369,33179,no,0.5996676991958059,2,no,0
68,10240,100832,no,0.5180989028809451,9,no,0
21,48466,48926,no,0.7425259503546969,1,no,0
66,10497,108928,no,0.6270654880480295,6,no,0
38,1075,55889,yes,0.3172024055277525,8,no,0
30,27830,129366,no,0.7003834671993906,7,no,1
61,7075,149620,yes,0.6000303514749968,5,no,0
31,79745,96046,yes,0.17074170700325775,2,no,0
52,54193,131935,no,0.5645593605416984,7,no,1
40,17032,147470,no,0.9882326505052695,1,no,1
66,70780,58510,no,0.17439020403575134,3,no,0
51,27204,23474,yes,0.9787442948877789,4,yes,1
54,45496,112038,no,0.13153735203411973,7,yes,0
39,29069,42784,yes,0.9604635623956744,9,no,0
21,44552,144845,no,0.9627817114404282,4,no,0
65,4782,126142,no,0.448844184895381,1,yes,1
67,46604,88989,yes,0.991755475869697,8,yes,1
59,89412,52603,yes,0.8903009089372675,5,yes,0
32,1927,146385,no,0.5207263053599158,7,yes,0
26,13401,20817,yes,0.9889405657433367,2,no,0
27,87169,35936,no,0.9310049492265856,8,yes,0
66,84211,138884,no,0.8232589434618012,4,yes,1
55,59588,44391,yes,0.1367769775938486,3,no,1
34,18698,73847,no,0.4685107697309381,1,yes,0
53,77109,144838,yes,0.5237251578912282,5,no,1
36,46327,140458,no,0.41980668207160166,8,yes,0
28,11370,106716,yes,0.8174402013887132,6,no,1
55,16676,23038,no,0.7437563706386661,2,no,1
29,4194,141497,no,0.26248369572500313,2,no,0
19,81018,137497,no,0.7623092955710399,5,no,1
36,49255,67071,yes,0.42743147195886944,6,yes,0
69,13048,70265,yes,0.4290912102317336,3,no,0
60,36632,63181,no,0.3594089858835573,8,no,1
39,66220,87205,no,0.4233036812936297,2,yes,0
34,38916,115514,no,0.1680207405315165,7,no,0
68,96389,98024,no,0.36312380614658013,9,no,0
68,5859,104600,no,0.23373096362616208,1,no,0
22,28433,64495,no,0.17564814397628498,5,no,0
61,96063,86633,yes,0.21576319904312918,3,no,0
44,58273,30653,yes,0.5235118214106899,7,yes,0
43,13434,135325,no,0.5921022476128677,9,yes,0
38,22558,56860,yes,0.2914775964194055,1,yes,0
66,57510,97748,no,0.8188870717148806,1,no,1
27,90359,59123,no,0.2023108577047502,7,no,0
52,69721,88927,no,0.21520262635334061,2,yes,1
42,69117,47444,no,0.4916848691487583,9,no,1
31,28484,75579,yes,0.2215218497364823,6,yes,0
67,56487,136515,yes,0.8225457527854689,3,yes,1
46,63926,112758,yes,0.5936896911519272,5,no,0
50,73619,38565,yes,0.4907966705299769,6,yes,0
43,99231,50776,no,0.7764108984056297,5,yes,1
43,69694,65356,no,0.6788466409841707,1,no,0
46,52635,46875,no,0.5809618671034326,9,yes,0
48,65607,121336,no,0.7363690939734122,3,no,0
37,7825,38685,no,0.10964358471447366,2,yes,0
66,86071,71278,no,0.7454174860825662,5,no,1
25,35201,37980,no,0.20217412882828573,9,yes,0
25,76110,143117,yes,0.5614231395446448,4,no,0
51,8419,122775,yes,0.8104151111141633,4,yes,0
40,42778,66414,no,0.10148177519341017,2,yes,1
31,20977,33060,yes,0.4012463225227766,3,no,0
40,84937,124806,no,0.15881453037601712,8,yes,1
24,43677,56996,yes,0.31677618101702365,3,yes,0
35,40842,43642,yes,0.41779485971565566,2,yes,1
29,65676,115169,yes,0.4084600254100397,7,no,0
23,19163,95489,no,0.5273138393669858,1,yes,0
25,96409,56853,no,0.5400649752960727,2,yes,1
39,16352,105266,yes,0.37818177237440886,1,no,0
41,99496,120296,no,0.2925981587730244,3,yes,0
34,54957,41424,yes,0.32860309328840065,7,no,1
32,78107,148363,no,0.10381040514696356,7,yes,1
52,97397,113147,yes,0.38186423105766576,8,yes,0
36,81014,116673,yes,0.3322173609652871,6,yes,0
37,69949,93774,no,0.795519765922183,5,no,1
26,57465,51390,yes,0.9696951745483782,4,no,0
21,61754,57933,no,0.9259287058651311,8,yes,0
25,47539,109530,yes,0.2180923704868135,2,no,0
68,62035,138495,yes,0.5956769855704578,2,no,0
55,23030,90251,yes,0.2751947246927329,2,yes,1
50,35773,71675,no,0.8188650300367825,6,yes,0
42,2735,45311,no,0.7320576852679188,8,yes,0
28,31823,135225,no,0.3260606668748649,7,yes,0
27,3409,89942,no,0.7921281420176918,8,no,1
63,44999,78565,yes,0.9585100562204739,8,yes,0
39,71919,128292,yes,0.7778843818956651,5,yes,0
50,44968,100510,yes,0.6699751657889358,2,no,0
57,38527,139716,no,0.9978907448378426,1,no,1
20,76776,135081,no,0.15880439299179228,9,yes,0
50,33564,23422,yes,0.5926501261153542,6,no,0
65,97536,110208,no,0.4025495229678452,4,no,0
62,22427,132215,no,0.5333352617088948,1,yes,0
29,19272,37141,no,0.881447949944806,7,no,0
20,65958,69551,no,0.17851058808046957,8,no,1
28,92259,107900,no,0.7353758193286094,4,yes,0
61,55027,108017,yes,0.7221435440470162,9,no,1
28,3424,50925,yes,0.7372838237879754,7,yes,0
40,52747,78770,no,0.5369578896855224,1,yes,0
37,86891,94559,yes,0.5516674514579939,3,yes,0
38,42086,137675,yes,0.5722271884984915,5,no,0
46,28048,66734,yes,0.7025861469181686,2,yes,0
45,24368,126909,yes,0.4305089705657644,7,yes,1
68,49576,86632,yes,0.35258104625868336,8,no,0
51,73112,42159,yes,0.8679143509344152,4,yes,0
21,82554,142017,yes,0.3729225915350276,7,yes,0
52,66684,113229,yes,0.7743046113232567,5,no,1
60,59701,51306,yes,0.4720255382865173,8,no,1
68,88463,66975,yes,0.6367848090946098,3,no,0
46,82624,89258,yes,0.6407540157203995,7,yes,0
64,6151,82664,yes,0.7545941202982746,8,no,1
23,27290,127686,no,0.7151023781215684,3,no,0
25,45674,21488,no,0.8429537323649064,2,yes,1
62,71044,57148,yes,0.22486921571315416,2,yes,0
47,86824,131842,no,0.3866738603181953,2,yes,0
35,31158,86151,no,0.7731477455483577,7,no,0
39,17999,113593,yes,0.4848550185095196,2,yes,0
54,51182,42863,yes,0.7909188068169102,9,yes,1
56,53372,124547,yes,0.2229624000417925,2,yes,0
63,51502,29029,yes,0.43394200460894095,2,no,1
60,79886,70177,yes,0.7758871707851227,7,yes,0
64,65552,33155,yes,0.26890363227668945,2,no,0
31,16982,80389,yes,0.7387262336750824,5,no,0
49,2584,117874,no,0.5273785447994506,2,no,1
36,48113,96709,yes,0.13248311820155742,3,yes,1
36,48200,44206,yes,0.702168309235933,7,yes,0
34,5804,76354,yes,0.5947019602454907,5,yes,0
50,37311,99523,yes,0.20946541142025737,9,no,0
35,15344,89375,yes,0.10309245658918244,1,yes,1
65,89990,33103,yes,0.39978573123568983,4,yes,1
69,19405,29983,yes,0.5466554613777861,2,yes,0
48,42994,93183,no,0.23539534343398627,7,yes,0
69,56718,85692,yes,0.7291812330460518,4,no,1
28,65543,24262,no,0.49512344093884475,2,no,0
35,73008,88292,yes,0.985038554370811,9,yes,0
63,41940,125034,yes,0.4838195973642825,5,yes,1
57,10142,63415,no,0.9511557873687848,1,yes,0
65,84020,105385,no,0.9720397544482438,2,no,0
44,61935,123448,yes,0.8623435459276597,7,yes,0
48,10888,89652,no,0.7905191731951753,5,no,0
32,78562,80563,no,0.8054650529535959,2,yes,0
31,84884,139952,yes,0.18098989344563887,3,no,1
22,52502,23878,yes,0.23956042767622077,9,no,0
25,11551,119998,no,0.9949343728927761,9,no,0
65,99306,124171,yes,0.37995586839776463,4,no,0
56,29103,100701,yes,0.6514706192173293,7,yes,0
35,45143,134492,yes,0.4867378909786725,3,yes,1
62,81048,68682,no,0.9488456015760753,9,no,0
19,45031,108670,yes,0.6010008913553606,6,no,0
54,4198,92471,yes,0.24163979737854635,5,no,0
24,73869,87127,no,0.5448725096506138,7,yes,0
47,40886,119126,yes,0.38568744080514994,9,yes,1
47,89090,89462,yes,0.8236242775780985,9,yes,0
26,22740,128859,no,0.7221951158535217,1,no,0
49,64269,49759,yes,0.6707661576882968,9,no,0
46,89359,137372,yes,0.6217648465344247,3,yes,0
24,24399,100280,no,0.39902036483626147,4,no,0
33,49749,107117,yes,0.25763880535661404,4,yes,0
20,36983,130984,no,0.940456159449069,4,no,1
35,39091,90625,yes,0.19217673865073354,3,yes,0
50,30111,142830,no,0.5430199571205809,5,yes,0
54,51574,88353,yes,0.3667108701378273,1,yes,0
18,57713,144120,yes,0.5014303681364594,7,yes,1
49,85591,128717,yes,0.7294444311335573,1,yes,0
56,44424,23448,yes,0.44519577365880547,1,yes,1
50,97298,75178,no,0.5785026352795178,1,yes,0
62,36100,60576,no,0.21704259717000723,1,no,0
43,6941,85131,yes,0.448622469347398,4,no,0
50,27083,69640,yes,0.21560493035177236,7,no,0
20,71052,76786,no,0.8046717941234046,1,no,1
21,2137,35863,yes,0.9698945488468146,9,no,0
58,83645,146255,no,0.23618647883967372,2,yes,0
63,43235,136902,no,0.616597865887881,3,no,1
69,50978,58691,no,0.34768215730547986,5,yes,0
27,63627,129878,yes,0.5930294150378329,9,yes,0
33,90009,105451,yes,0.2270550877085214,2,yes,1
25,85953,64430,no,0.5292577359385567,8,no,1
21,27406,109454,yes,0.4664270217522969,7,yes,0
67,86382,131840,no,0.9919580007349902,5,yes,0
68,1483,72395,yes,0.853324496013034,3,yes,0
60,31332,59367,yes,0.11879013375436938,7,no,0
20,55863,112212,no,0.5518265928078898,8,no,1
23,4201,28014,no,0.5900062863252762,7,yes,1
59,64346,89661,yes,0.7790127918162096,6,yes,0
65,38537,141522,no,0.7961730806409636,1,yes,0
65,59608,127435,no,0.17092359607399107,3,no,1
48,59088,141750,yes,0.9774206161783772,1,no,0
59,88201,25960,no,0.2620884795469542,3,no,0
26,14748,107865,yes,0.3200009699998513,8,yes,1
24,59001,86897,yes,0.7899206055716481,2,yes,0
67,43894,33423,no,0.7120176326540081,8,no,1
28,50903,116148,yes,0.3583632703256955,7,yes,0
51,76118,29880,yes,0.40733082505310614,1,no,0
27,48725,79568,no,0.7952221415277745,2,no,0
46,63532,95886,no,0.18374151907297476,8,no,1
19,71430,79181,no,0.36090175591951124,3,no,0
24,76867,112509,no,0.9259705772101012,3,no,0
47,26391,35364,yes,0.2931697949501787,3,no,0
44,82796,46553,no,0.20389060790752728,7,yes,0
38,18103,103224,yes,0.9428071823487671,9,yes,0
22,49584,123523,no,0.5534342573060367,1,no,1
30,68375,48625,no,0.9588460281032012,2,yes,0
53,77039,138012,yes,0.7015246375474373,6,no,1
33,8451,70211,yes,0.4255832854896756,7,yes,1
32,8125,86875,no,0.8268506662537304,5,yes,0
58,11621,116393,yes,0.18013169284758457,6,no,0
27,45027,69923,yes,0.4759157998416741,6,yes,0
18,20447,40292,no,0.8765409581734765,8,no,0
63,91587,77366,yes,0.6687942944124218,7,yes,1
25,80092,48716,yes,0.427872870457361,7,no,0
42,28203,137041,no,0.9833170332237225,6,yes,1
29,10952,135938,yes,0.7445742684907609,6,yes,0
25,40992,123835,yes,0.6523467866580236,6,no,0
45,61925,123169,no,0.7699794602251996,5,yes,0
21,54431,95230,no,0.6585700839445701,7,no,1
55,16579,60908,yes,0.3508948517252124,5,no,1
32,79049,140296,yes,0.397160869678544,7,yes,0
26,26798,142075,no,0.5523499026720385,7,no,0
27,25987,65841,no,0.5677018200091898,7,yes,1
67,10605,142628,yes,0.30650454182493636,4,no,0
37,82809,125024,no,0.18735475805572704,8,no,0
26,14863,37349,no,0.7413769964350059,1,no,0
65,47145,45791,yes,0.6912125389857304,3,no,1
68,29896,114765,no,0.184533937727341,2,yes,0
58,75395,42132,no,0.25994872289963605,4,no,1
28,54833,47804,yes,0.7763850172517885,3,no,0
55,96495,149936,no,0.5512399916776658,7,yes,0
65,10238,59404,no,0.7308079608891735,8,no,0
57,33300,126676,no,0.26794772005790185,4,yes,0
34,36505,116386,yes,0.6009167779424411,5,yes,0
48,34881,145090,no,0.9572577287887715,6,yes,0
26,87854,66645,yes,0.6138010517463887,9,no,1
57,27483,148418,yes,0.9843565244646318,1,yes,0
46,89119,47426,no,0.40608851286717584,7,yes,0
52,35545,76137,no,0.9762607394112686,1,yes,0
23,18769,68577,no,0.6404032162093396,1,yes,0
18,5974,139691,no,0.15548002102580505,9,no,0
24,49202,68045,no,0.15339747435558462,5,yes,0
59,71209,149072,no,0.7314587025045947,8,no,0
46,55663,137614,no,0.7416802753530464,8,no,1
59,57050,57506,yes,0.664138038381816,9,no,0
51,34128,64196,no,0.2664059734790266,5,no,1
36,95723,50821,yes,0.514849431971579,7,yes,0
60,73912,141737,no,0.574549005336343,5,yes,1
28,73540,91041,no,0.3959070799688509,9,no,0
24,60895,66795,no,0.40223224978958205,7,no,0
38,89949,149504,no,0.8211557168949876,3,yes,0
19,44739,40633,no,0.5736424494092508,6,yes,0
22,82882,45038,no,0.8794358603322286,1,no,0
53,70322,97787,yes,0.14846122303032386,7,no,0
57,59637,26393,no,0.11946187663555814,2,yes,0
35,84234,41303,yes,0.20304811769189027,1,no,1
33,39734,126804,no,0.5217922456731837,8,no,1
66,87272,94222,yes,0.5134911200523806,4,yes,1
53,81075,121383,yes,0.2411168844646987,5,no,0
68,79084,29486,yes,0.6881594376294419,7,no,0
42,18112,105800,yes,0.49280482718800267,2,yes,1
60,7676,22445,no,0.6412738828745713,4,no,1
32,31066,77506,no,0.13935925086095388,7,yes,0
61,89893,89024,yes,0.7419184910750809,2,no,1
57,94141,106639,no,0.9717887003026128,6,no,0
30,72106,69765,yes,0.3263879181119212,1,yes,0
24,17264,22438,no,0.5950873933027288,4,no,0
31,83549,87988,no,0.7504913422509496,5,no,0
45,78658,122138,yes,0.6274003109472599,4,no,0
38,37283,83761,yes,0.6635881012282979,7,yes,0
68,20849,26763,no,0.2795566838077358,3,yes,0
48,41966,141475,no,0.3037505506112895,7,no,0
42,55916,145021,yes,0.6437221205376192,2,no,0
21,10369,110088,yes,0.8026786493010202,3,yes,0
30,74970,88607,yes,0.5333571384732625,9,yes,0
57,95082,96137,yes,0.6053098345658771,1,yes,0
68,49591,102960,yes,0.17387854039361164,4,yes,0
24,97523,56134,no,0.9869490991727043,7,yes,0
56,87883,117747,yes,0.5667954251031748,1,no,1
59,80368,71047,yes,0.4796632817350478,1,yes,0
29,41441,37941,no,0.8204445152304352,1,yes,1
42,61836,96807,yes,0.5072510939420116,7,no,1
68,87030,106334,no,0.6815430516165127,3,no,1
31,49240,101056,yes,0.7565935598395381,5,yes,0
60,17219,149464,yes,0.36688196501398007,8,yes,0
64,66879,35035,no,0.47307150196202385,7,yes,1
55,66535,91886,no,0.4736395872810074,9,yes,0
26,91237,133229,yes,0.5564338091817005,3,yes,0
27,96285,36011,yes,0.5604696512833481,3,yes,0
20,77738,139320,yes,0.23256482788024951,3,yes,1
35,97532,131824,yes,0.4578369627409855,3,yes,0
36,80678,147132,yes,0.5434887766698396,9,yes,0
45,9209,84902,no,0.11563156641775399,7,no,0
31,43384,110830,yes,0.846646671203386,7,no,0
64,71242,145275,yes,0.13162567752792473,6,yes,0
28,11907,109190,yes,0.5851255626155007,9,no,1
68,85853,142804,no,0.44024424406969487,8,yes,1
61,11833,141009,yes,0.5931586723198944,4,yes,0
19,91896,122259,yes,0.6603518327330429,1,yes,0
37,15947,110101,yes,0.1747530821976607,5,no,0
28,2957,33964,no,0.5879969477177551,6,no,1
39,15887,105904,no,0.4545667802090727,6,yes,1
37,74364,86606,yes,0.38640597807785504,9,no,0
37,55166,34523,yes,0.8125909903749673,4,no,1
32,20742,95441,no,0.9498924815476649,3,no,0
46,7668,26933,no,0.33115889371814666,8,no,0
58,86790,142710,yes,0.20167805604604877,3,yes,0
36,63096,42836,yes,0.2555001810533498,4,no,0
32,15114,106622,no,0.6221540057448779,9,no,0
59,28891,74959,yes,0.4587355223366245,8,yes,0
23,3209,45595,no,0.5686961791598932,4,yes,0
26,41195,81409,yes,0.5286614328942624,6,no,0
26,77604,46070,no,0.8319953139828258,3,yes,1
61,29144,89421,no,0.974957380780204,6,no,0
44,64954,70356,yes,0.5299144920777751,1,yes,0
59,43507,88901,no,0.9766427973535581,7,no,0
21,75235,67875,no,0.68786205755432,1,no,0
33,60361,48677,no,0.46071026041890095,6,no,0
56,63461,101108,yes,0.9750327368176558,4,no,1
26,50961,133173,no,0.2128395327244249,9,yes,0
65,88837,64142,no,0.8580814288639428,9,no,0
19,83968,134320,yes,0.7122815499701357,2,no,0
40,81048,24502,no,0.6526468040097785,1,no,0
57,46264,83688,yes,0.904201493775739,8,yes,1
43,72057,42149,no,0.1186430356367324,6,yes,0
40,1184,149903,yes,0.4905241221559239,8,no,1
60,72964,106280,yes,0.45034310354055174,8,yes,1
49,97979,24807,no,0.17084763916676032,7,yes,0
28,84640,131348,no,0.7209298181112911,5,no,1
34,69903,104201,no,0.36835920267062106,9,yes,1
51,90460,120361,no,0.4550463252418774,7,yes,1
52,29870,71825,no,0.8214492961935832,9,yes,0
34,36204,111838,no,0.4347706012769018,9,yes,0
